"","X","Name","Genre","Platform","Total_Sales","NA_Sales","JP_Sales","PAL_Sales","Other_Sales","Year"
"294",5345,"Torment: Tides of Numenera","Role-Playing","XOne",0.01,0.01,0,0,0,2017
"295",5023,"TrackMania Turbo","Racing","PC",0.01,0,0,0.01,0,2016
"296",6542,"TrackMania Turbo","Racing","PS4",0.47,0.04,0.00999999999999995,0.35,0.07,2016
"297",4891,"TrackMania Turbo","Racing","XOne",0.1,0.05,0,0.04,0.01,2016
"298",4710,"Transformers: Devastation","Action","PC",0.03,0,0,0.03,0,2015
"299",4604,"Transformers: Devastation","Action","PS4",0.24,0.11,0,0.09,0.04,2015
"300",4628,"Transformers: Devastation","Action","XOne",0.15,0.1,0,0.04,0.01,2015
"301",4711,"Trials Fusion","Misc","PC",0.03,0,0,0.03,0,2015
"302",706,"Trials Fusion","Misc","PS4",0.45,0.13,0.02,0.23,0.07,2014
"303",6506,"Trials Fusion","Racing","XOne",0.25,0.12,0.01,0.1,0.02,2015
"304",4633,"Tropico 5","Simulation","PC",0.14,0.04,0,0.09,0.01,2015
"305",4584,"Tropico 5","Simulation","PS4",0.38,0.07,0.08,0.18,0.05,2015
"306",5015,"Tropico 5","Simulation","XOne",0.02,0.02,0,0,0,2016
"307",5020,"Valentino Rossi: The Game","Racing","PC",0.02,0,0,0.02,0,2016
"308",6559,"Valentino Rossi: The Game","Racing","PS4",0.13,0.05,0.01,0.05,0.02,2016
"309",815,"Valentino Rossi: The Game","Racing","XOne",0.09,0.05,0.01,0.02,0.01,2016
"310",6635,"Vikings: Wolves of Midgard","Action","PC",0.02,0.01,0.01,0,0,2017
"311",874,"Vikings: Wolves of Midgard","Action","PS4",0.06,0.03,0.01,0.01,0.01,2017
"312",6637,"Vikings: Wolves of Midgard","Action","XOne",0.02,0.01,0.01,0,0,2017
"313",703,"Watch Dogs","Action-Adventure","PC",0.51,0.19,0.01,0.27,0.04,2014
"314",4310,"Watch Dogs","Action-Adventure","PS4",4.32,1.4,0.11,2.13,0.68,2014
"315",693,"Watch Dogs","Action-Adventure","XOne",1.66,0.91,0.01,0.59,0.15,2014
"316",4761,"WRC 5: FIA World Rally Championship","Racing","PC",0.01,0,0,0.01,0,2015
"317",4684,"WRC 5: FIA World Rally Championship","Racing","PS4",0.06,0,0,0.05,0.01,2015
"318",6525,"WRC 5: FIA World Rally Championship","Racing","XOne",0.02,0,0.01,0.01,0,2015
"319",6574,"WRC 6","Racing","PC",0.02,0,0.01,0.01,0,2016
"320",6615,"WRC 6","Racing","PS4",0.08,0.03,0.02,0.02,0.01,2017
"321",5265,"WRC 6","Racing","XOne",0.03,0.03,0,0,0,2017
"322",6502,"XCOM 2","Strategy","PC",0.31,0.12,0.01,0.16,0.02,2015
"323",4829,"XCOM 2","Strategy","PS4",0.31,0.16,0,0.1,0.05,2016
"324",4851,"XCOM 2","Strategy","XOne",0.19,0.15,0,0.02,0.02,2016
